,date,home,home_score,away,away_score,winner
9335,2017-01-19,St. Peter's,77,Siena,65,St. Peter's
9336,2017-01-19,Louisville,92,Clemson,60,Louisville
9337,2017-01-19,Northern Colo.,69,Idaho,73,Idaho
9338,2017-01-19,Oregon,86,California Baptist,63,Oregon
9339,2017-01-19,Nicholls St.,62,Abilene Christian,59,Nicholls St.
9340,2017-01-19,Winthrop,76,UNC Asheville,73,Winthrop
9341,2017-01-19,Sam Houston State,67,Memphis,70,Memphis
9342,2017-01-19,California Baptist,66,Arizona,73,Arizona
9343,2017-01-19,BYU,99,Pepperdine,70,BYU
9344,2017-01-19,Eastern Wash.,84,Northern Ariz.,62,Eastern Wash.
9345,2017-01-19,Loyola Marymount,62,San Diego,69,San Diego
9346,2017-01-19,Idaho,79,Utah Valley,67,Idaho
9347,2017-01-19,San Francisco,75,Portland,50,San Francisco
9348,2017-01-19,Portland,88,Montana State,79,Portland
9349,2017-01-19,Sacramento St.,65,Montana State,74,Montana State
9350,2017-01-19,Long Beach St.,81,UC Santa Barbara,76,Long Beach St.
9351,2017-01-19,Oregon,46,Stanford,62,Stanford
9352,2017-01-19,UCLA,102,Arizona,80,UCLA
9353,2017-01-19,St. Mary's (CA),62,Pacific,50,St. Mary's (CA)
9354,2017-01-19,Santa Clara,57,Gonzaga,88,Gonzaga
9355,2017-01-20,Akron,70,Eastern Mich.,63,Akron
9356,2017-01-20,Quinnipiac,95,Canisius,90,Quinnipiac
9357,2017-01-20,Northern Ky.,70,Oakland,79,Oakland
9358,2017-01-20,Monmouth,82,Manhattan,71,Monmouth
9359,2017-01-20,Wright St.,106,Detroit Mercy,88,Wright St.
9360,2017-01-20,Iona,96,Fairfield,89,Iona
9361,2017-01-20,Green Bay,89,Youngstown St.,92,Youngstown St.
9362,2017-01-20,Milwaukee,63,Cleveland St.,62,Milwaukee
9363,2017-01-20,Brown,74,Yale,75,Yale
9364,2017-01-21,Hawaii,70,UC Davis,76,UC Davis
9365,2017-01-21,Boston College,82,North Carolina State,90,North Carolina State
9366,2017-01-21,North Texas,63,Georgia Southern,62,North Texas
9367,2017-01-21,Belmont,82,East Tennessee State,70,Belmont
9368,2017-01-21,Villanova,78,Providence,68,Villanova
9369,2017-01-21,Rutgers,65,Nebraska-Omaha,64,Rutgers
9370,2017-01-21,Radford,58,High Point,61,High Point
9371,2017-01-21,Purdue Fort Wayne,77,Penn St.,52,Purdue Fort Wayne
9372,2017-01-21,Florida,66,Vanderbilt,68,Vanderbilt
9373,2017-01-21,Notre Dame,84,Syracuse,66,Notre Dame
9374,2017-01-21,Massachusetts,68,Fordham,71,Fordham
9375,2017-01-21,South Fla.,67,Tulsa,79,Tulsa
9376,2017-01-21,IUPUI,74,Denver,78,Denver
9377,2017-01-21,Central Mich.,101,Miami (OH),92,Central Mich.
9378,2017-01-21,Army,80,Navy,96,Navy
9379,2017-01-21,St. Peter's,55,Niagara,57,Niagara
9380,2017-01-21,Florida,73,Louisville,68,Florida
9381,2017-01-21,Virginia Tech,62,Georgia Southern,49,Virginia Tech
9382,2017-01-21,Delaware State,58,Towson,75,Towson
9383,2017-01-21,Bucknell,70,Boston U.,59,Bucknell
9384,2017-01-21,North Texas,64,Oklahoma State,83,Oklahoma State
9385,2017-01-21,Harvard,82,Dartmouth,68,Harvard
9386,2017-01-21,North Carolina State,88,Wake Forest,93,Wake Forest
9387,2017-01-21,Colgate,52,Maryland-Eastern Shore,49,Colgate
9388,2017-01-21,Western Caro.,50,Mercer,70,Mercer
9389,2017-01-21,Oklahoma State,87,Northern Iowa,92,Northern Iowa
9390,2017-01-21,Kansas,79,North Texas,67,Kansas
9391,2017-01-21,DePaul,69,Butler,70,Butler
9392,2017-01-21,Georgia Southern,76,Coastal Caro.,56,Georgia Southern
9393,2017-01-21,Michigan State,66,Illinois-Chicago,57,Michigan State
9394,2017-01-21,Duquesne,69,Rhode Island,90,Rhode Island
9395,2017-01-21,Buffalo,66,Western Mich.,54,Buffalo
9396,2017-01-21,Creighton,94,Marquette,102,Marquette
9397,2017-01-21,Bowling Green,79,Ball St.,74,Bowling Green
9398,2017-01-21,Gardner-Webb,78,Presbyterian,61,Gardner-Webb
9399,2017-01-21,Western Ill.,57,North Dakota,89,North Dakota
9400,2017-01-21,Wichita St.,84,Indiana State,58,Wichita St.
9401,2017-01-21,North Dakota,89,Idaho,64,North Dakota
9402,2017-01-21,Missouri,76,Bradley,62,Missouri
9403,2017-01-21,St. Francis (PA),83,Central Conn. St.,84,Central Conn. St.
9404,2017-01-21,Missouri,71,Ole Miss,75,Ole Miss
9405,2017-01-21,Sacred Heart,62,Wagner,67,Wagner
9406,2017-01-21,Stetson,86,S.C. Upstate,97,S.C. Upstate
9407,2017-01-21,Furman,89,VMI,72,Furman
9408,2017-01-21,Indiana State,82,Michigan State,75,Indiana State
9409,2017-01-21,St. Francis (NY),47,Mt. St. Mary's,55,Mt. St. Mary's
9410,2017-01-21,Santa Clara,64,Loyola Marymount,63,Santa Clara
9411,2017-01-21,Loyola (IL),67,Evansville,61,Loyola (IL)
9412,2017-01-21,Tulane,61,Cincinnati,78,Cincinnati
9413,2017-01-21,UCLA,85,Arizona,96,Arizona
9414,2017-01-21,Fairleigh Dickinson,83,Long Island,66,Fairleigh Dickinson
9415,2017-01-21,Nicholls St.,76,Lamar,87,Lamar
9416,2017-01-21,UNC Wilmington,87,Drexel,74,UNC Wilmington
9417,2017-01-21,Bethune-Cookman,79,Md.-East. Shore,82,Md.-East. Shore
9418,2017-01-21,Washington State,91,Colorado,89,Washington State
9419,2017-01-21,Auburn,84,Alabama State,64,Auburn
9420,2017-01-21,South Carolina,74,Delaware State,64,South Carolina
9421,2017-01-21,Charleston,73,James Madison,60,Charleston
9422,2017-01-21,Oral Roberts,103,Neb. Omaha,86,Oral Roberts
9423,2017-01-21,N.C. A&T,63,Howard,78,Howard
9424,2017-01-21,McNeese St.,65,Northwestern State,78,Northwestern State
9425,2017-01-21,Hofstra,78,Northeastern,73,Hofstra
9426,2017-01-21,Robert Morris,56,Bryant University,59,Bryant University
9427,2017-01-21,Eastern Wash.,83,Utah Valley,68,Eastern Wash.
9428,2017-01-21,Minnesota,76,Wisconsin,78,Wisconsin
9429,2017-01-21,Northern Ill.,69,Ohio,78,Ohio
9430,2017-01-21,UNC Asheville,72,Campbell,56,UNC Asheville
9431,2017-01-21,Mississippi Val.,72,Prairie View A&M,87,Prairie View A&M
9432,2017-01-21,Southern Miss,58,Rice,61,Rice
9433,2017-01-21,UNC Greensboro,81,Citadel,72,UNC Greensboro
9434,2017-01-21,Central Ark.,63,New Orleans,81,New Orleans
9435,2017-01-21,Ga. Southern,92,Appalachian St.,88,Ga. Southern
9436,2017-01-21,San Jose St.,65,Boise St.,75,Boise St.
9437,2017-01-21,Chattanooga,82,Samford,78,Chattanooga
9438,2017-01-21,Southeast Mo. St.,83,Eastern Ill.,71,Southeast Mo. St.
9439,2017-01-21,North Texas,73,Louisiana Tech,79,Louisiana Tech
9440,2017-01-21,North Texas,71,La.-Monroe,55,North Texas
9441,2017-01-21,South Dakota,77,IPFW,67,South Dakota
9442,2017-01-21,Charleston,76,Longwood,61,Charleston
9443,2017-01-21,Pacific,47,BYU,62,BYU
9444,2017-01-21,Marshall,94,Western Ky.,80,Marshall
9445,2017-01-21,Oregon,69,Stanford,52,Oregon
9446,2017-01-21,East Tennessee State,91,Mississippi St.,74,East Tennessee State
9447,2017-01-21,Kentucky,85,South Carolina,69,Kentucky
9448,2017-01-21,Kansas,79,Virginia Tech,75,Kansas
9449,2017-01-21,SMU,85,Sam Houston State,64,SMU
9450,2017-01-21,Nevada,76,Fresno St.,81,Fresno St.
9451,2017-01-21,Savannah St.,74,Morgan St.,61,Savannah St.
9452,2017-01-21,Southeastern La.,83,Sam Houston State,71,Southeastern La.
9453,2017-01-21,UNLV,87,Air Force,85,UNLV
9454,2017-01-21,Alabama State,71,Alcorn St.,78,Alcorn St.
9455,2017-01-21,Grambling State,72,Jackson St.,57,Grambling State
9456,2017-01-21,Norfolk St.,79,Hampton,62,Norfolk St.
9457,2017-01-21,Kent St.,85,Toledo,61,Kent St.
9458,2017-01-21,Rider,84,Marist,66,Rider
9459,2017-01-21,Lehigh,75,Louisiana-Lafayette,68,Lehigh
9460,2017-01-21,Liberty,48,Winthrop,61,Winthrop
9461,2017-01-21,Elon,71,William & Mary,62,Elon
9462,2017-01-21,Louisiana Tech,81,North Texas,57,Louisiana Tech
9463,2017-01-21,Florida,90,Lipscomb,84,Florida
9464,2017-01-21,UT Martin,75,SIU Edwardsville,67,UT Martin
9465,2017-01-21,FIU,94,UAB,85,FIU
9466,2017-01-21,UALR,73,South Ala.,56,UALR
9467,2017-01-21,UC Riverside,65,UC Santa Barbara,55,UC Riverside
9468,2017-01-21,Fla. Atlantic,57,Middle Tenn.,86,Middle Tenn.
9469,2017-01-21,Columbia,62,Cornell,67,Cornell
9470,2017-01-21,Jacksonville State,71,Kennesaw St.,81,Kennesaw St.
9471,2017-01-21,Saint Joseph's (PA),78,Penn State,71,Saint Joseph's (PA)
9472,2017-01-21,FGCU,84,NJIT,71,FGCU
9473,2017-01-21,Alabama State,52,Southern U.,53,Southern U.
9474,2017-01-21,Sam Houston State,76,A&M-Corpus Chris,62,Sam Houston State
9475,2017-01-21,Austin Peay,84,Murray St.,81,Austin Peay
9476,2017-01-21,Morehead St.,80,Eastern Ky.,54,Morehead St.
9477,2017-01-21,Washington State,72,Utah Valley,94,Utah Valley
9478,2017-01-21,Illinois-Chicago,72,Drake,58,Illinois-Chicago
9479,2017-01-21,Central Arkansas,82,Troy,80,Central Arkansas
9480,2017-01-21,TCU,53,Baylor,62,Baylor
9481,2017-01-21,New Mexico State,78,Wyoming,71,New Mexico State
9482,2017-01-21,Charlotte,74,Old Dominion,72,Charlotte
9483,2017-01-21,Southern Ill.,57,UNI,58,UNI
9484,2017-01-21,Gonzaga,73,Portland,52,Gonzaga
9485,2017-01-21,UTRGV,85,Chicago St.,77,UTRGV
9486,2017-01-21,Duke,70,Miami (FL),58,Duke
9487,2017-01-21,Ark.-Pine Bluff,63,North Texas,70,North Texas
9488,2017-01-21,Incarnate Word,70,Stephen F. Austin,68,Incarnate Word
9489,2017-01-21,Central Arkansas,99,LSU,86,Central Arkansas
9490,2017-01-21,East Tennessee State,79,Jacksonville State,86,Jacksonville State
9491,2017-01-21,San Diego,43,San Francisco,60,San Francisco
9492,2017-01-21,Grand Canyon,61,Seattle,57,Grand Canyon
9493,2017-01-21,UTEP,59,UTSA,39,UTEP
9494,2017-01-21,Utah Valley,56,Colorado,64,Colorado
9495,2017-01-21,New Mexico State,94,UMKC,71,New Mexico State
9496,2017-01-21,Northern Colo.,69,Weber St.,74,Weber St.
9497,2017-01-21,Idaho,65,Northern Ariz.,49,Idaho
9498,2017-01-21,Cal State Bakersfield,68,Utah Valley,65,Cal State Bakersfield
9499,2017-01-21,Cal Poly,92,Long Beach St.,98,Long Beach St.
9500,2017-01-21,Cal St. Northridge,73,UC Irvine,105,UC Irvine
9501,2017-01-21,Portland,65,Montana State,71,Montana State
9502,2017-01-21,Sacramento St.,92,Montana State,83,Sacramento St.
9503,2017-01-21,Oregon,58,California Baptist,69,California Baptist
9504,2017-01-21,St. Mary's (CA),85,Pepperdine,65,St. Mary's (CA)
9505,2017-01-22,Seton Hall,86,St. John's (NY),73,Seton Hall
9506,2017-01-22,Mass.-Lowell,86,UMBC,102,UMBC
9507,2017-01-22,Hartford,56,New Hampshire,81,New Hampshire
9508,2017-01-22,Milwaukee,94,Youngstown St.,85,Milwaukee
9509,2017-01-22,Northern Ky.,101,Detroit Mercy,87,Northern Ky.
9510,2017-01-22,Richmond,77,George Mason,82,George Mason
9511,2017-01-22,Ohio,72,Northwestern State,74,Northwestern State
9512,2017-01-22,East Tenn. St.,79,Wofford,72,East Tenn. St.
9513,2017-01-22,Xavier,86,Georgetown,75,Xavier
9514,2017-01-22,Binghamton,71,Stony Brook,67,Binghamton
9515,2017-01-22,Dayton,67,Saint Louis,46,Dayton
9516,2017-01-22,Wright St.,88,Oakland,67,Wright St.
9517,2017-01-22,VCU,90,La Salle,52,VCU
9518,2017-01-22,Manhattan,68,Siena,81,Siena
9519,2017-01-22,Monmouth,91,Fairfield,49,Monmouth
9520,2017-01-22,Albany,81,Maine,63,Albany
9521,2017-01-22,Valparaiso,96,Ill.-Chicago,65,Valparaiso
9522,2017-01-22,Memphis,70,UCF,65,Memphis
9523,2017-01-22,UConn,72,East Carolina,65,UConn
9524,2017-01-22,Clemson,81,Virginia Tech,82,Virginia Tech
9525,2017-01-22,California Baptist,82,Arizona,79,California Baptist
9526,2017-01-23,Duke,82,North Carolina State,84,North Carolina State
9527,2017-01-23,Niagara,91,Canisius,84,Niagara
9528,2017-01-23,Holy Cross,63,American University,55,Holy Cross
9529,2017-01-23,St. Peter's,56,Rider,51,St. Peter's
9530,2017-01-23,Ga. Southern,91,Coastal Caro.,80,Ga. Southern
9531,2017-01-23,Oklahoma State,89,TCU,76,Oklahoma State
9532,2017-01-23,Georgia Southern,83,Appalachian St.,72,Georgia Southern
9533,2017-01-23,Green Bay,83,Cleveland St.,73,Green Bay
9534,2017-01-23,Iona,84,Quinnipiac,74,Iona
9535,2017-01-23,UALR,69,Troy,78,Troy
9536,2017-01-23,Coppin St.,64,Norfolk St.,74,Norfolk St.
9537,2017-01-23,N.C. Central,74,Howard,39,N.C. Central
9538,2017-01-23,South Carolina,75,Morgan St.,77,Morgan St.
9539,2017-01-23,Central Arkansas,74,South Ala.,62,Central Arkansas
9540,2017-01-23,Savannah St.,94,Delaware State,79,Savannah St.
9541,2017-01-23,North Texas,63,La.-Monroe,57,North Texas
9542,2017-01-23,Florida,79,Md.-East. Shore,86,Md.-East. Shore
9543,2017-01-23,Portland,64,Gonzaga,83,Gonzaga
9544,2017-01-23,Alabama State,79,Southern U.,65,Alabama State
9545,2017-01-23,Alabama State,70,Alcorn St.,81,Alcorn St.
9546,2017-01-23,Ark.-Pine Bluff,71,Prairie View A&M,68,Ark.-Pine Bluff
9547,2017-01-23,North Texas,84,Oklahoma State,83,North Texas
9548,2017-01-23,Mississippi Val.,103,North Texas,89,Mississippi Val.
9549,2017-01-23,North Texas,108,Louisiana Tech,71,North Texas
9550,2017-01-24,South Carolina,98,Auburn,69,South Carolina
9551,2017-01-24,Michigan State,73,Purdue Fort Wayne,84,Purdue Fort Wayne
9552,2017-01-24,Western Mich.,80,Akron,90,Akron
9553,2017-01-24,Ohio,76,Toledo,79,Toledo
9554,2017-01-24,Wichita St.,87,Southern Ill.,45,Wichita St.
9555,2017-01-24,Maryland-Eastern Shore,67,Rutgers,55,Maryland-Eastern Shore
9556,2017-01-24,Central Mich.,82,Bowling Green,76,Central Mich.
9557,2017-01-24,Miami (OH),75,Buffalo,74,Miami (OH)
9558,2017-01-24,Pittsburgh,51,Louisville,106,Louisville
9559,2017-01-24,Virginia Tech,85,Kansas,69,Virginia Tech
9560,2017-01-24,St. Bonaventure,67,Saint Joseph's (PA),63,St. Bonaventure
9561,2017-01-24,Davidson,74,Duquesne,60,Davidson
9562,2017-01-24,Notre Dame,54,Virginia Tech,71,Virginia Tech
9563,2017-01-24,Marquette,74,Villanova,72,Marquette
9564,2017-01-24,Syracuse,81,Wake Forest,76,Syracuse
9565,2017-01-24,Northern Ill.,66,Kent St.,73,Kent St.
9566,2017-01-24,Missouri,71,Drake,72,Drake
9567,2017-01-24,Vanderbilt,70,Central Arkansas,71,Central Arkansas
9568,2017-01-24,Northern Iowa,70,Kansas,65,Northern Iowa
9569,2017-01-24,Eastern Mich.,80,Ball St.,88,Ball St.
9570,2017-01-24,Wisconsin,82,Penn St.,55,Wisconsin
9571,2017-01-24,Sam Houston State,65,Tulane,51,Sam Houston State
9572,2017-01-24,Air Force,60,San Diego,57,Air Force
9573,2017-01-24,East Tennessee State,82,Kentucky,80,East Tennessee State
9574,2017-01-24,New Mexico State,74,Utah Valley,61,New Mexico State
9575,2017-01-25,Hawaii,64,UC Riverside,70,UC Riverside
9576,2017-01-25,Temple,77,Memphis,66,Temple
9577,2017-01-25,UCF,60,SMU,65,SMU
9578,2017-01-25,Providence,86,St. John's (NY),91,St. John's (NY)
9579,2017-01-25,Boston U.,90,Army,89,Boston U.
9580,2017-01-25,Central Conn. St.,54,Bryant University,65,Bryant University
9581,2017-01-25,Chattanooga,64,VMI,80,VMI
9582,2017-01-25,Ohio,78,Minnesota,72,Ohio
9583,2017-01-25,Jacksonville State,103,Stetson,92,Jacksonville State
9584,2017-01-25,Florida,82,FGCU,86,FGCU
9585,2017-01-25,Wofford,93,UNC Greensboro,74,Wofford
9586,2017-01-25,Stony Brook,83,UMBC,73,Stony Brook
9587,2017-01-25,Georgetown,71,Creighton,51,Georgetown
9588,2017-01-25,South Fla.,60,UConn,81,UConn
9589,2017-01-25,Furman,85,Western Caro.,37,Furman
9590,2017-01-25,Albany,49,Vermont,60,Vermont
9591,2017-01-25,George Mason,68,Washington State,87,Washington State
9592,2017-01-25,Georgia Southern,78,Florida,56,Georgia Southern
9593,2017-01-25,La Salle,74,Penn State,77,Penn State
9594,2017-01-25,Mississippi St.,89,Missouri,74,Mississippi St.
9595,2017-01-25,Binghamton,76,Hartford,55,Binghamton
9596,2017-01-25,East Carolina,69,Tulsa,66,East Carolina
9597,2017-01-25,Colgate,62,Lehigh,76,Lehigh
9598,2017-01-25,New Hampshire,80,Mass.-Lowell,71,New Hampshire
9599,2017-01-25,Hampton,66,South Carolina,68,South Carolina
9600,2017-01-25,Louisiana-Lafayette,55,Bucknell,78,Bucknell
9601,2017-01-25,Kennesaw St.,71,NJIT,65,Kennesaw St.
9602,2017-01-25,American University,53,Navy,71,Navy
9603,2017-01-25,Lipscomb,84,S.C. Upstate,77,Lipscomb
9604,2017-01-25,Maryland-Eastern Shore,65,Holy Cross,62,Maryland-Eastern Shore
9605,2017-01-25,Ole Miss,76,North Texas,80,North Texas
9606,2017-01-25,IPFW,103,IUPUI,73,IPFW
9607,2017-01-25,SIU Edwardsville,56,East Tennessee State,76,East Tennessee State
9608,2017-01-25,Illinois-Chicago,71,Indiana State,66,Illinois-Chicago
9609,2017-01-25,UNI,61,Evansville,54,UNI
9610,2017-01-25,Loyola (IL),70,Bradley,50,Loyola (IL)
9611,2017-01-25,South Dakota,62,Western Ill.,55,South Dakota
9612,2017-01-25,Baylor,65,North Texas,61,Baylor
9613,2017-01-25,Eastern Ill.,64,Belmont,77,Belmont
9614,2017-01-25,Samford,86,East Tenn. St.,96,East Tenn. St.
9615,2017-01-25,Richmond,73,Rhode Island,62,Richmond
9616,2017-01-25,North Dakota,81,Oral Roberts,71,North Dakota
9617,2017-01-25,Saint Louis,74,Massachusetts,70,Saint Louis
9618,2017-01-25,Southeastern La.,71,Northwestern State,85,Northwestern State
9619,2017-01-25,Seton Hall,54,Butler,61,Butler
9620,2017-01-25,Colorado,81,San Jose St.,72,Colorado
9621,2017-01-25,Wyoming,66,UNLV,65,Wyoming
9622,2017-01-25,Stephen F. Austin,78,Central Ark.,76,Stephen F. Austin
9623,2017-01-25,Georgia Southern,60,Alabama State,80,Alabama State
9624,2017-01-25,Denver,91,South Dakota,82,Denver
9625,2017-01-25,Miami (FL),78,Boston College,77,Miami (FL)
9626,2017-01-25,Lamar,66,A&M-Corpus Chris,69,A&M-Corpus Chris
9627,2017-01-25,Illinois-Chicago,76,Northern Iowa,64,Illinois-Chicago
9628,2017-01-25,LSU,71,Florida,106,Florida
9629,2017-01-25,Idaho,73,Weber St.,85,Weber St.
9630,2017-01-25,Boise St.,57,Nevada,76,Nevada
9631,2017-01-25,UC Santa Barbara,57,Cal St. Northridge,78,Cal St. Northridge
9632,2017-01-25,Arizona,86,Washington State,75,Arizona
9633,2017-01-25,California Baptist,84,UCLA,76,California Baptist
9634,2017-01-26,St. Francis (NY),73,Fairleigh Dickinson,79,Fairleigh Dickinson
9635,2017-01-26,Cincinnati,86,Xavier,78,Cincinnati
9636,2017-01-26,Drexel,81,Hofstra,80,Drexel
9637,2017-01-26,FIU,65,Fla. Atlantic,83,Fla. Atlantic
9638,2017-01-26,Niagara,69,Manhattan,70,Manhattan
9639,2017-01-26,William & Mary,82,Delaware State,58,William & Mary
9640,2017-01-26,Radford,61,Campbell,78,Campbell
9641,2017-01-26,UMKC,83,Grand Canyon,77,UMKC
9642,2017-01-26,James Madison,76,UNC Wilmington,87,UNC Wilmington
9643,2017-01-26,Gardner-Webb,70,Winthrop,72,Winthrop
9644,2017-01-26,East Tennessee State,76,Morehead St.,73,East Tennessee State
9645,2017-01-26,Presbyterian,47,UNC Asheville,73,UNC Asheville
9646,2017-01-26,High Point,72,Charleston,69,High Point
9647,2017-01-26,Northeastern,49,Elon,51,Elon
9648,2017-01-26,Wagner,67,St. Francis (PA),72,St. Francis (PA)
9649,2017-01-26,Towson,83,Charleston,77,Towson
9650,2017-01-26,Marshall,92,UTSA,71,Marshall
9651,2017-01-26,Longwood,62,Liberty,93,Liberty
9652,2017-01-26,Mt. St. Mary's,48,Robert Morris,47,Mt. St. Mary's
9653,2017-01-26,Sacred Heart,57,Long Island,60,Long Island
9654,2017-01-26,Middle Tenn.,72,Southern Miss,56,Middle Tenn.
9655,2017-01-26,Marist,65,St. Peter's,81,St. Peter's
9656,2017-01-26,Northwestern State,73,Nebraska-Omaha,61,Northwestern State
9657,2017-01-26,Western Ky.,65,UTEP,62,Western Ky.
9658,2017-01-26,Rice,72,Old Dominion,80,Old Dominion
9659,2017-01-26,Jacksonville State,52,Eastern Ky.,57,Eastern Ky.
9660,2017-01-26,North Carolina State,91,Virginia Tech,72,North Carolina State
9661,2017-01-26,New Orleans,75,McNeese St.,56,New Orleans
9662,2017-01-26,North Texas,81,Charlotte,82,Charlotte
9663,2017-01-26,Sam Houston State,83,Nicholls St.,80,Sam Houston State
9664,2017-01-26,Murray St.,74,Southeast Mo. St.,75,Southeast Mo. St.
9665,2017-01-26,Chicago St.,59,Cal State Bakersfield,75,Cal State Bakersfield
9666,2017-01-26,Colorado,85,Oregon,78,Colorado
9667,2017-01-26,Northern Ariz.,63,Northern Colo.,50,Northern Ariz.
9668,2017-01-26,Utah Valley,89,North Dakota,91,North Dakota
9669,2017-01-26,Incarnate Word,82,Abilene Christian,79,Incarnate Word
9670,2017-01-26,Utah Valley,92,UTRGV,81,Utah Valley
9671,2017-01-26,Gonzaga,79,San Diego,43,Gonzaga
9672,2017-01-26,Austin Peay,79,UT Martin,85,UT Martin
9673,2017-01-26,Montana State,60,Eastern Wash.,72,Eastern Wash.
9674,2017-01-26,Montana State,94,Idaho,91,Montana State
9675,2017-01-26,Michigan State,90,Indiana State,60,Michigan State
9676,2017-01-26,UAB,79,Louisiana Tech,70,UAB
9677,2017-01-26,Arizona,79,Washington State,62,Arizona
9678,2017-01-26,UC Irvine,66,Cal Poly,79,Cal Poly
9679,2017-01-26,Seattle,56,New Mexico State,71,New Mexico State
9680,2017-01-26,Loyola Marymount,79,Pacific,73,Loyola Marymount
9681,2017-01-26,Pepperdine,78,Portland,60,Pepperdine
9682,2017-01-26,Utah Valley,67,Oregon,73,Oregon
9683,2017-01-26,Long Beach St.,76,Cal St. Fullerton,65,Long Beach St.
9684,2017-01-26,St. Mary's (CA),66,San Francisco,46,St. Mary's (CA)
9685,2017-01-26,Santa Clara,76,BYU,68,Santa Clara
9686,2017-01-27,Cornell,71,Harvard,77,Harvard
9687,2017-01-27,Columbia,66,Dartmouth,54,Columbia
9688,2017-01-27,Siena,66,Iona,77,Iona
9689,2017-01-27,Monmouth,95,Quinnipiac,76,Monmouth
9690,2017-01-27,Detroit Mercy,69,Milwaukee,73,Milwaukee
9691,2017-01-27,Yale,85,Brown,75,Yale
9692,2017-01-27,Valparaiso,70,Wright St.,55,Valparaiso
9693,2017-01-27,Ill.-Chicago,62,Northern Ky.,79,Northern Ky.
9694,2017-01-27,Oakland,72,Green Bay,80,Green Bay
9695,2017-01-27,Weber St.,96,Idaho,74,Weber St.
9696,2017-01-27,VCU,73,Dayton,68,VCU
9697,2017-01-28,Hawaii,78,UC Santa Barbara,56,Hawaii
9698,2017-01-28,Georgia Southern,62,Notre Dame,60,Georgia Southern
9699,2017-01-28,Fordham,66,Davidson,84,Davidson
9700,2017-01-28,Syracuse,82,Florida,72,Syracuse
9701,2017-01-28,Pittsburgh,60,Clemson,67,Clemson
9702,2017-01-28,Kent St.,98,Central Mich.,105,Central Mich.
9703,2017-01-28,Virginia Tech,81,North Texas,77,Virginia Tech
9704,2017-01-28,Jacksonville State,69,Morehead St.,72,Morehead St.
9705,2017-01-28,Rutgers,54,Wisconsin,61,Wisconsin
9706,2017-01-28,Bryant University,73,Fairleigh Dickinson,72,Bryant University
9707,2017-01-28,UNC Asheville,80,Radford,69,UNC Asheville
9708,2017-01-28,VMI,67,Samford,69,Samford
9709,2017-01-28,UMBC,105,New Hampshire,103,UMBC
9710,2017-01-28,Massachusetts,74,George Mason,76,George Mason
9711,2017-01-28,Fairfield,72,Marist,62,Fairfield
9712,2017-01-28,Ball St.,84,Western Mich.,78,Ball St.
9713,2017-01-28,Miami (FL),77,North Carolina State,62,Miami (FL)
9714,2017-01-28,Tulsa,77,UCF,66,Tulsa
9715,2017-01-28,Oklahoma State,52,Florida,84,Florida
